scenario,duration_s,max_speed_error_mps,min_gap_m,min_real_gap_m,min_time_gap_s,max_brake_cmd,max_accel_cmd,max_deceleration_mps2,max_lateral_error_m,mean_lateral_error_m
uniform_following,30.0,3.1360761347061974,3.5642230062574987,18.576276838855225,0.6607038122958914,0.0,0.3167620463009854,3.530690961231347,,
s_curve_tracking,16.0,2.5557361051687377,34.70719680399631,34.62809942829992,6.386022924544802,0.0,0.15821183389835036,2.9613265608426462,,
deceleration_stop,24.0,4.1639589394499055,0.9698411354460259,28.210632285914397,0.17082435499136905,0.4246373530246094,1.0,4.721065813299711,,
low_speed_following,33.0,4.208664860684199,18.123175400165447,18.11773817916519,3.8250760178442955,0.4246373530246094,0.9999999999999999,3.400195321601993,,
lane_change_braking,10.5,5.417154119933246,19.653876811163915,22.02649637763683,4.714147226902566,0.0,0.30604213018420545,3.379837092090596,,
